문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
485502693,질문버스타고 강남역 가는 꿈 해몽이 궁금합니다.,요새 남편의 사업운용문제로( 동업자 변화와 사업 유지와 확장) 고민이 많은 가운데 꿈을 자주 꾸게되는데 해몽이 궁금하여 글을 올려봅니다. 제가 대중 목욕탕에서 목욕을 하는데 샴푸질을 하다가 거품이 너무 많이 나서 옆에 있는 친구에게 도움을 요청하였는데 그 친구가 친절하게 머리를 감겨주었습니다.(물로 헹구어 내는 작업)물이 수압이 쎄서 아래로 철철 흐를정도였습니다. 그리고 나서목욕탕을 나서는데 교통편이 마땅치 않아서 기다리던중(차가 지나가도 모두 만석) 마을 버스를 만나게되어 강남역을 가는 것을 확인하고 동전을 내고 탑승하여 무사히 갈 수 있겠구나 안심하면서 꿈에서 깼는데요. 앞뒤가 맞지않고 두서없지만 자세한 해몽 해주실 분이 계실까요?,120115, 35,2025.05.24
485475124,질문경주역 근처 술집 및 맛집,경주역에 뒤늦게 도착하는 친구들이 있어서 경주역 근처에서 술 한잔 먼저 하려고 하는데 경주역이랑 가까운 술집이나 밥집 추천 해주세요 !! 장소까지 태크해주시면 감사하겠씁니다~~!,120115, 29,2025.05.23
485470864,질문선릉역 근처 스카,선릉역 근처 스터디카페 알려주세요 과외할 수 있는 방같은거 있는 곳이어야합니다,120115, 17,2025.05.23
485456994,질문청담역 근처에 질소가스 충전소 위치가있을까요 ㅠ,청담역 근처에 질소가스 충전소 위치가있을까요 ㅠ 질소가스가 필요한대 충전소를 못찾겟네요,120115, 14,2025.05.22
485424834,질문강남 실내 놀 곳 어딘지 알려주실분 ㅜ,릴스에서 봤는데 좋라요를 안 눌러놔서.. 찜질방노래방만화보드게임 등등 막 엄청 여러개 있었는데 강남에 있었어요!! 알려주신분 내공 100드릴게여 급합니다ㅜㅜ,120115, 34,2025.05.21
485422693,질문논현역 사주 어디가 괜찮게 잘보나용,집안문제로 상담 좀 받아보려는데.. 논혁역 일대에 사주 어디가 괜찮게 잘 보나요..? 너무 먼 곳만 아니면 괜찮습니다 좀 알려주세요,120115, 21,2025.05.21
485412230,질문강남 블리비의원 다녀오신 분 계신가요?,휴직 들어가면서 오랜만에 피부관리 좀 받아보려고요 강남 쪽 살긴 하는데 병원 고르기 넘 힘드네요 강남역점이 지하철에서도 가깝고 후기도 많은데 실제로 다녀오신 분 후기 궁금해요 상담 친절한지도 알고 싶어요!,120115, 35,2025.05.21
485390113,질문택배가 이렇게도 움직이나요,서울 강남구에서 인천 서구로 움직이는 택배입니다 근데 택배조회를 하는데 양주 허브센터에서 충청북도 음성센터로 가기도하나요? 원래 이렇게 여기찍고 저기찍고 오나요..?,120115, 22,2025.05.20
485367887,질문서울 지하철 근처 원룸에 월세 비싼이유,10가지 이상 알려주세요,120115, 29,2025.05.19
485347997,질문서울 강남 오피스텔에 살면 주변 소음 심한가요?,제가 나중에 나이 먹으면 강남역 서초역 역삼역 쪽으로 오피스텔 주거 하려고 하는데요 제가 예전에 번화가 살아봐서 아는데 자동차 소음이 심하더라구요 혹시 현재 강남 쪽으로 살고 계신분 있으면 알려주시면 감사하겠습니다,120115, 37,2025.05.19
485342933,질문강남 놀숲,오늘 학교 아파서 빠지고 집에있기 싫어서 놀숲가고싶은데 10시에 오픈하자마자 들어가면 사람이 적을까요 많을까요 아예 없을까요..?(월요일임),120115, 34,2025.05.19
485340732,질문청담동 프리미엄 피부과고급피부과 추천,가격 진짜 얼마가들든 상관없습니다. 정말 잘하고 프리미엄에 고급진 그런곳 추천 받고싶습니다. 꼭 청담쪽아니여도되고 강남 근처면 상관없습니다!,120115, 52,2025.05.19
485330487,질문해외 사는 여자친구와 데이트 강남 어디가 좋을까요?,여자친구가 6월에 해외에서 들어옵니다. 강남역 근처에서 만나려고 하는데 여자친구 비행시간도 있고 피로할테니 적당한 휴식을 취할 수 있는 데이트 코스를 짜고 싶습니다. 강남역 거주자가 아니라 그런데 추천해주실만한 곳이 있을까요? 감사합니다.,120115, 64,2025.05.18
485324428,질문시흥 웨이브파크 강남 삼성동 중간거리,시흥 웨이브파크하고 강남 삼성동 중간거리 좀 알려주세요.ㅜㅜ역으로 알려주실 수 있으면 더 좋겠습니다. 서로 1시간정도 걸리는 거리는 있나요? ㅜㅠ,120115, 41,2025.05.18
485315366,질문신림에서 강남 강남에서 잠실,신림 사당 이쪽에서 잠실까지 출근지가 바뀌엇는데 2호선 지옥이라 강남까지 갈수잇는 다른방법으로 가고 강남에서 2호선타고 잠실 강남에서 잠실방향 아침에는 좀 어떤가요,120115, 30,2025.05.18
485299525,질문서울에서 부산 KTX 가격,왕복 가격이 궁금합니다. 직접 사려는 건 아닌데 예매 시기에 따라 달라진다고 해서요. 청소년인데 왕복은 얼마정도인가요? 단체 예약에 따른 할인도 있는지 궁금합니다. 학교에서 한 학년이 통째로 갑니다.,120115, 80,2025.05.17
485289582,질문포천 3100번 버스 분실..,강남도빛씨에서 냐리면서 카드만 챙기고 지갑을 두고 내려서.. 버스회사에 전화에 봤는데 안 받으시더라구요.. 내일 일요일인데 버스회사가 열까요..?,120115, 47,2025.05.17
485227467,질문강남언니 이벤트 종료,4월30일에 제모 5회권 구매했고 2주가 지난 지금 강남언니 들어가서 다시 보니까 종료된 이벤트라고 뜨고 병원자체가 어플에서 안뜨더라구요 물론 네이버엔 있고요. 사전에 이벤트 기간? 등에 대해 전혀 들은 바가 없는데 당황스럽네요 이런경우 병원측에서 어떻게 대응해주나요?,120115, 35,2025.05.17
485284630,질문논현역 부근 커피숍에 주차가 가능한 곳있나요,논현역 부근 커피숍에 주차가 가능한 곳 있을까요,120115, 19,2025.05.17
485244447,질문강남쪽 아파트 알뜰시장 하는 곳 있나요?,강남 쪽 아파트 알뜰시장 열리는곳 알고 싶습니다.,120115, 30,2025.05.17
485273157,질문강남에서 가까운 기차역이 어디일까요,부산 원아페 때문에 기차 알아보는 중인데 강남역(2)압구정역(3)에서 가까운 기차역이 어디인가요?? 그리고 원아페 공연장이 -> 부산 백스코 제1전시장 <-인데 부산역이 제일 가깝나요? KTX 기준으로 부탁드려요!,120115, 72,2025.05.16
485253002,질문병원 샤워실,강남성심병원에 남자친구가 입원해서 2박3일 상주간호하게 되었는데 병동에 있는 샤워실 사용해도 되는걸까요 ?,120115, 37,2025.05.16
485216278,질문롯데 타워가 24시간 운영하나요?,,120115, 29,2025.05.14
485212310,질문삼성 전화기 꺼져있다뜸,저희 누나가 수학여행 갔는데 제주도로가서 전화걸었는데 누나 폰이꺼져있다고 떠요 누나는 끄지도않았고 비행기모드도 아닌데 그리고 누나가 전화걸면 바로 끊어진데요,120115, 50,2025.05.14
485205768,질문구디역이랑 신대방역 사이 자취하기 어떤가요?,서울에 취직하러 올라가는데 아무래도 치안이 걱정되서요... 중국인들이 많다고 하던데 치안 괜찮을까요??? 신대방역이 구디보다 저렴다하고 하던데 그쪽으로 구하고 싶어서요ㅠㅠㅠㅠ 2호선쪽에 취직할꺼라...,120115, 78,2025.05.14
485200102,질문신논현역피부과추천 환절기 피부 관리 고민 어떻하나요,환절기만 되면 피부가 푸석하고 탄력이 떨어져 고민이에요. 요즘 신논현역피부과추천 후기 글 많이 보고 있는데요. 리프팅이나 피부관리 잘하는 곳 찾고 있는데 실제로 효과 좋았던 신논현역피부과추천경험 있으시면 알려주세요.,120115, 116,2025.05.14
485199774,질문압구정로데오 저녁 먹을만한 곳 알려주세요~,압구정로데오쪽에 비싸지 않은 저녁 먹을 만한 괜찮은 곳 있을까요? 오랜만에 가는거라 어디 식당으로 가야할지 모르겠네요,120115, 51,2025.05.14
485199337,질문삼성 갤럭시 북 매입 잘해주는 곳 있을까요?,안녕하세요 최근에 상황이 안 좋아져서 급하게 삼성 갤럭시 북을 처분해야 하는 상황입니다 이미 사용한 지 6개월 정도 되었고 상태는 꽤 양호한 편이에요 최대한 좋은 가격에 신속하게 매입해주는 곳을 찾고 있는데 혹시 믿을 수 있는 곳이나 경험담 있으시면 공유 부탁드려요 지역은 서울 쪽입니다 감사합니다!,120115, 199,2025.05.14
485179759,질문대치동 수학학원,고등학교1학년인데 수1수2 단과반을다니고싶은데 대치동 수학이어디가 괜찮을까요 추천부탁드립니다,120115, 18,2025.05.13
485152673,질문악랄한 철천지 원수 밑에집에서 담배연기,아파트 단지 10년 넘게 사는데요 저희집과 사이가 안좋은 철천지 원수! 노름방 하는거 같은 밑에집에서 방바닥에 구멍을 뚫어서 담배연기를 올리는데요 집에 창문을 다 닫아서 담배연기가 올라올수 없는데 이상하게 침대밑에서 담배연기가 올라옵니다 오늘 새벽 1시 40분에 담배연기땜에 잠에서 깻는데 침대가 무거워서 치우기도 힘들어서 살펴보기도 힘들고 이를 어떻하면 좋을가요? 밑에집이 관리사무소랑 엄청 친하고 여기 아파트단지 처음 이사오고 5년동안 하루도 안빠지고 새벽에 시끄럽게 노름꾼들 수십명이 밑에집에 꽉 들어차서 방바닥이 들썩들썩! 할 정도로 엄청 시끄럽고 노름방하며 판돈땜에 지들끼리 우당탕당! 시끄럽게 일주일에 두세번식 싸우고 여기저기 신고햇더니 새벽내내 떠들면서 나를 죽여버린다고 하고 조용히 옷갈아입어도 다보고 저놈봐라! 하면서 키득키득 웃고 욕하고 집에서 대화하는거까지 다듣고 새벽에 운동하는데까지 밑에집 놈이 자전거 타고 쫒아와서 자전거 앞바구니에서 훙기같은거 꺼내려다 조깅하는 사람이 뛰어오니까 태연하게 자전거 타고 갔습니다 그렇게 저희집에 시시티비로 저와 동생을 관찰하고 있는거 같아서 시시티비도 다 가렷놧습니다,120115, 69,2025.05.13
485138315,질문서울 강남YS 집화,오늘 오후 세시에 했는데 내일안에 동작구에서 받을수 있을까요??ㅠㅠㅠㅜ,120115, 27,2025.05.12
485126397,질문수서역 SRT 예약 마감 빠른 이유와 대비책은 뭔가요?,수서역에서 출발하는 SRT 의 예약이 왜 이렇게 빨리 마감되는지 궁금합니다 . 특히 수서에서 부산  창원으로 가는 노선은 예약이 치열하다고 들었습니다 . 이러한 상황을 대비해 어떤 전략을 세우는 것이 좋을까요 ? 예약 오픈 시간에 맞춰 바로 예매하는 것 외에 다른 유용한 팁이 있다면 알고 싶습니다 .,120115, 131,2025.05.12
485123780,질문강남구 음식물 쓰레기 질문입니다.,카페구요 60L 음식물 쓰레기통을 구입 후 납부필증을 샀는데요. 이러면 쓰래기통에 음식물종량제 말고 투명봉투에 음식물 담아 버린 후 납부필증 붙이면 되는건가요 ?,120115, 21,2025.05.12
485109099,질문먹투유 소쿠리촌 청담,먹투유에 나온 소쿠리촌 청담 냉삼집 이제 운영 안하나요..? 위치가 안뜨네요ㅠ,120115, 112,2025.05.11
485101696,질문강남 8학군 내신 4등급 인서울 가능한가요,현재 고3이고 8학군 일반고 재학중입니다. 일단 내신은 1 2학년 합산 4.59이고 세특은 발표 위주로 꽤 채워놓은 상태입니다. 세특은 문과라 미디어와 일본 관련 내용들로 채워넣었습니다. 제가 모고 성적도 잘 나오는 편이 아니여서 학종을 한 번 노려보고 싶은데 3학년 때 열심히 하면 인서울 넣어볼 만 한가요 아니면 그냥 논술이랑 정시 집중하는 게 나을까요? 일단 지금도 내신 챙기고 있기는 합니다. 수행평가 감점 받은 부분 없고 중간고사 준수하게 받았습니다.,120115, 38,2025.05.11
485097508,질문제발 알려주세요ㅠㅠ,친구랑 다음주 토요일에 같이 서울에 올라가는데 야간에 목욕탕 가서 씻고 싶은데 야간에 학생들 받아주는 목욕탕집 있을까요??ㅠㅠ 진짜 제발 알려주세요ㅠㅠ,120115, 46,2025.05.11
485078068,질문개포동역에서 구로g타워로 가는 대중교통길,내일 일요일오전 개포동역에서 구로g타워로 가는 대중교통길 알려주세요,120115, 31,2025.05.10
485072631,질문강남 근처 고등학교 교복,강남에 있는 고등학교에 파란색 긴팔 셔츠 교복 어느 학교인가요ㅜㅜ,120115, 21,2025.05.10
485071338,질문클럽레이스,래이스에 비니쓰고 가도 되나요?,120115, 24,2025.05.10
485056344,질문오늘 점심 메뉴 고민돼요.,점심시간 짧아요.,120115, 53,2025.05.10
485051260,질문수학여행 돈 변경사항에 대해,원래 제가 수학여행을 가지 않으려 했습니다. 돈이 64만원에 부산을 가게 되었는데 솔직히 가기 싫어서 비동의함에 체크를 했습니다. 그걸 안 담임쌤이 수학여행 돈을 더 줄일수도 있고 다른 과 남자애들을 싫어한다는 걸 아셔서 스케줄도 바꿔주신다고 하셨고요. 그렇게 반강제로 수학여행을 가게 되었는데 오늘 수학여행 돈이 66만원으로 불어났더군요. 이거 가능한 건가요??? 분명 반강제로 동의하게 해놓고 이후에 돈을 2만원을 더 가져가는데 거기에 예배 드린다고 또 돈을 가져간데요. 반 애들 다 뿔났어요…,120115, 81,2025.05.09
485049548,질문지금자곡동에 비오나요?,,120115, 18,2025.05.09
485043033,질문삼성SDC-K50/D512S디지털카메라,집에서 우연히 발견을 했는데 충전선을 찾아서 충전을 해봐도 불빛도 안 들어오네요 수리할 수 있는 곳 전주나 대전에 있을까요??,120115, 28,2025.05.09
485029438,질문압구정 미용실 어디가 잘해요??,,120115, 32,2025.05.09
485028875,질문청담동 가게 이름,가게 이름을 잊어저렸어요ㅠ 안주는 이것들이 있구 1층 이자카야였어요,120115, 27,2025.05.09
485026560,질문아버님 제가 모실게요에서,강희숙 역은 누가 했나요?,120115, 18,2025.05.09
485023521,질문많이 걷지 않는 강남 소개팅 코스,강남으로 자취를 시작했는데 소개팅 코스를 못짜겠어요 도움주실수있나요?!,120115, 113,2025.05.09
485023517,질문강남에서 이사청소 잘하는 업체 추천 부탁드려요!,안녕하세요 저는 이번에 강남으로 이사하게 된 신혼부부입니다 처음으로 강남 쪽에 살게 되어서 설레기도 하지만 무엇보다도 이사 전 청소가 걱정이네요 새 집이라 깨끗하긴 하겠지만 그래도 확실히 청소를 하고 들어가고 싶어요 혹시 강남에 이사청소 잘하는 업체 아시는 분 계신가요? 가격도 합리적이고 친절하게 서비스해주는 곳이면 더 좋을 것 같아요 주변에서 추천받은 곳이 없어서 여기서 도움을 구해봅니다 조언 부탁드려요!,120115, 562,2025.05.09
485023500,질문강남 지역에서 신혼집 입주청소 추천 좀 해주세요,안녕하세요 이번에 결혼하면서 강남 쪽에 신혼집을 마련하게 됐어요 새로 입주하기 전에 집을 깨끗하게 하고 싶은데 입주청소가 처음이라 어디서부터 시작해야 할지 막막하네요 주변에서는 업체를 추천해주긴 했는데 다들 다르게 말해서 헷갈려요 믿을 만한 입주청소 업체나 직접 이용해보신 분들의 의견을 듣고 싶어요 비용이나 서비스 퀄리티 만족도에 대한 정보가 필요합니다 시간도 얼마 남지 않아서 빠른 답변 부탁드려요!,120115, 342,2025.05.09
485002816,질문고2 정시러 한티역 근처 관리형 독서실 추천부탁해,ㅇ 정시준비 하려고 하는 고 2 되는 학생입니다 대치동관리형독서실 괜찮은 곳 있을까요 ?? 관리가 꼼꼼하게 잘되구 시설적인 부분이 좀 괜찮았으면 좋겠어요 아 그리고 모의고사 풀게끔 자료도 제공해주면 좋 겠습니다 ! + ) 독재학원이랑 관리형 독서실이랑 다를게 있나요 ? 차이점 도 알려주세 여 ( 광고는 하지말아주세요 ..),120115, 82,2025.05.08
485001958,질문코엑스 사람 적은 시간때 알려주세요,삼성동 코엑스 사람이 좀 적은 시간때 있으면 알려주세요 너무 많은 사람이 있는게 좀 별로여서요.,120115, 22,2025.05.08
484972494,질문군대 1달남았는데,클럽 매일 가는 죽돌이 어떤가요 군대가기전에 ㅈ대로 살아야하지않나요,120115, 31,2025.05.07
484953696,질문강남 놀거리 추천 좀요,남친이랑 첫 데이트인데 강남가기로 했거든요 강남 놀거리 추천 좀요 노래방 이런곳 말고 걍 구경 할수 잇는 이런느낌?,120115, 556,2025.05.07
484949060,질문강남 냉동고 188L용달,강남 논현초등학교쪽에서 반포동 연구비공원쪽 용달비용 얼마 나오나요? (도착지는 엘베없는 2층 출빌지는 몇층인지 아직 모름),120115, 39,2025.05.06
484928398,질문muu한우다이닝 청담점 가보신분들 알려주세요 ㅜㅜ,먹는 시간이 어느정도 될까요 ..? 뒤에 일정을 잡으려고요 제발 알려주세요,120115, 22,2025.05.06
484907939,질문압구정 카페 이름,앞에 차잇는 카페 이름이 뭐엿죠.?,120115, 21,2025.05.05
484877344,질문청담 파크913 사라졌나요ㅠㅠ?,파크913 사라졌나요ㅜㅜㅜ?? 혹시 사라졌다면 비슷한 이런 장소 알려주세요ㅠㅠ 내공100!,120115, 23,2025.05.04
484848997,질문강남 전문의 피부과 알려주세요,학생이라 멀면 좀 그래서 강남 최대한 (양재역이나 대치동쪽) 전문의 피부과 알려주세요 ㅠㅠ 색소침착 관련해서 레이저 진행하는 곳 알려주시면 감사하겠습니당,120115, 26,2025.05.03
484834248,질문대치 시대인재 신청,시대인재 내신반 문자로 신청했는데 연락이 없어서요ㅠ 어제 오후2시에 부모님 폰으로 말고 지 폰으로 신청했는데 연락이 언제쯤 올까용ㅠ?,120115, 17,2025.05.03
484820576,질문역삼/강남에 버팀목 대출 잘 해주는 은행 있을까요?,,120115, 177,2025.05.02
484816877,질문도곡시장 수선집...,도곡시장 수선집 괜찮게 잘 하는 데 어디있나요? 교복치마 줄일려고 하는데 가격이 합리적이고 잘 해주시는 데 있을까요?,120115, 22,2025.05.02
484796871,질문은광여고 체육복,이거 은광여고 체육복 맞나요??,120115, 24,2025.05.01
484759793,질문강남 근처 인센스콘 파는 곳,강남 근처에 인센스콘 파는 곳 있나요? 인센스스틱 말구 콘이요! ㅜㅜ,120115, 21,2025.04.30
484752300,질문지금 분상제 지역은 어딘가요?,강남 3구 용산 말고 또 있나요? 혹시 하남도 분상제 지역인가요?? 앞으로 될 가능성이 있나요??,120115, 23,2025.04.30
484749738,질문세곡동 키와미 라멘집 없어졌나요?,아니 지도에 안나오는데 없어졌나요?,120115, 42,2025.04.30
484717880,질문지하철 타고 김포에서 강남역가는데 걸리는 시간알려주세요,,120115, 62,2025.04.29
484703496,질문서울청담중 체육복,청담중 체육복 색이 학년마다 다른가요? 다르다면 무슨 색인가요.. 1학년인데 곧 전학가서요,120115, 33,2025.04.29
484671240,질문은마아파트 경비실...,은마아파트 경비실은 동 마다 있는건가요? 물건을 맡겨놔야해서요,120115, 34,2025.04.28
484668162,질문루비레이저 수면치료 하는 병원(강남)있을까요?,추천 좀 부탁드려요 ㅠㅠㅠ,120115, 22,2025.04.28
484656064,질문츠케멘 맛집,강남 근처에 츠케멘 맛집 있나요? 아니면 그냥 라멘도 괜찮은데…,120115, 28,2025.04.27
484635162,질문3401 강남-이천 막차,아니 왜 강남에서 이천까지 가는 3401버스 막차 시간이 당겨졌나요? 이유가 뭐죠?ㅠ 언제부터 그랬을까요?ㅠ,120115, 23,2025.04.27
484624323,질문이노선뭔가요?,아빠가 강남터미널에서 사당까지 가는 지선버스가 있다는데 노선번호와 자세한경유지 좀알려주세요.,120115, 19,2025.04.26
484617806,질문강남인강ㅠ 도와주세요,록시 강남인강에서 로그아웃하면 구매했던것도 취소되나요?왜 다시 로그인이 안되나요ㅠㅠ급해요ㅠㅠ,120115, 24,2025.04.26
484615033,질문세종 오송역 근처에 24시간 찜질방이나 사우나 있나요?,세종 오송역 근처에 24시간 찜질방이나 사우나 있나요? 찾아봤는데 다 옛 정보들이라 물어봅니다.,120115, 15,2025.04.26
484565735,질문강남쪽 무보증금 고시원 찾아요,강남역이나 역삼역쪽에 보증금 적은 고시원 찾고있어요 시설 깔끔하면 더 좋아요!!,120115, 24,2025.04.24
484561024,질문2등급컷 어떻게,강남학교고 상위권많고 하위권많고 중위권이 적어요 1컷이 95인데 2컷이랑 3컷이 어떻세 될까요 학생수 200명대입니다 1등급 10퍼 2등급 34퍼 3등급 66퍼입니다,120115, 30,2025.04.24
484548988,질문세곡동에 매장취식 가능한 편의점 없나요?,강남구 세곡동 리엔파크 근처에 매장에서 앉아서 음식먹을 수 있는 편의점 없나요? CU하나 있는데 여기는 그게 안되고 상품고 별로 없네요 ㅠ ㅠ,120115, 18,2025.04.24
484491637,질문압구정 한양아파트 경비실,압구정 한양아파트는 경비실이 동 마다 따로 있나요?,120115, 20,2025.04.22
484447043,질문청구역에서 고덕역,청구역에서 고덕역을 갈아타야하는데 하남검단성행이랑 마천행이있잖아요 시간표가 따로 있나요? 하남검단선행을 타야하는데요.,120115, 30,2025.04.21
484442758,질문압구정역 혼자 놀기,안녕하세요! 이번에 압구정역에서 증면사진 찍으러 가는데 혼자 놀러다닐만한 곳 있나용?? 예쁜 카페라던지..맛있는 밥집이라던지…추천해쥬세요!!,120115, 91,2025.04.21
484424841,질문진주 선명여고 질문,1. 다른 지역에서 선명여고로 전학을 가려고 하는데 혹시 면접 있나요? 2. 선명여고가 특성화고라고 알고 있는데 혹시 선명여고에 자리가 있어야만 그 학교로 전학을 갈 수 있나요? 3. 챗 지피티 말로는 학기 중에 전학을 가려면 그 학교에 자리가 있어야 하거나 2학기 시작 전에 갈 수 있다는데 사실인가요? 4. 전학과 관련하여 특별히 주의해야 할 사항이 있나요?,120115, 28,2025.04.20
484417055,질문왕십리역 노선 자취방 싼곳 어디가 있을까요?,왕십리역쪽으로 취업을 할예정인고 지하철이나 버스타고 출퇴근 할려고합니다. 출퇴근시간 30분정도 되는 거리에 구할려고하는데 어디쪽이 좋을까요?,120115, 42,2025.04.20
484388244,질문고등학교 지망,고등학교 1지망이 될 가능성 몇퍼인가요 다 일반고 쓸거긴 한데 집에서 제일 가까운 학교 될 확률이 몇퍼인가요 아니면 주소랑 상관없이 다 랜덤 뺑뺑인가요? 성적은 얼마나 나와야 일반고 가나요 안 보는건 아는데.. 평균이 막 한자리인 애들도 일반고 갈 수 있나해서,120115, 120,2025.04.19
484388168,질문아크로 살면 어디 고 배정 가능한가요,아크로 살면 보통 어디어디 고 가나요? 서초구에 있는 학교들이 많아서.. 가능한 많이 갈 수 있는 학교들 이름 좀 써주세요,120115, 16,2025.04.19
484378150,질문평택오션센트럴비즈 강남 분양,강남역 걷다가 평택오션센트럴비즈 물티슈 준다해서 들어갔는데 갑자기 전화번호랑 이름 쓰라길래 썼는데 혹시 개인정보 가지고 뭐 다른거 하는거 아니겠죠..? 하..제발 도와주세요,120115, 311,2025.04.19
484369904,질문여기 어딘지알수있을까요 논현동입니다,여기 어딘지알수있을까요? 논현동입니다,120115, 33,2025.04.19
484338275,질문GTXA노선 수서-서울구간 개통하나요?,GTX라는 열차가 운정구간에서 서울역 수서역 동탄역구간개통했잖아요 수서역-서울역 개통언제하나요? 동탄역에서 남쪽 안성 평택지제 천안아산까지연장할까요?,120115," 1,305",2025.04.18
484333146,질문잠실 롯데월드몰 가려면 티켓있어야하나요?,잠실 롯데월드몰 가려면 입장권 같은거 따로 있어야 하나요? 롯데월드 티켓 있어야 입장 가능한가요 ? 아니면 일반쇼핑몰처럼 입장 가능한가요?,120115, 71,2025.04.18
484323290,질문삼성 천장형에어컨 높이조절 가능한가요?,업장에 2대 설치되어있는데 두대 모두 20-30cm정도 높이 낮추려고하는데 업체 불러서 진행해여할까요? 지역은 수원 광교입니다,120115, 55,2025.04.17
484317171,질문강남 위탁 매입 매장 추천,유명한곳 웬만하면 다 견적 받고 왔는데 만족스럽지 못해서 글 올려요. 강남이나 그 주변 중고 명품 위탁 매입 괜찮은 곳 추천 부탁드려요.,120115, 16,2025.04.17
484242807,질문강남 사람은 다 돈이 많은게 아니나여?,찐다이엉 오빠가 강남에 살면서 강남 끝에 산다고 자꾸 돈 없다고 해요 왜그러나여?,120115, 52,2025.04.15
484238154,질문청담 여기 어디에요ㅠ,여기 청담 어딘지 아시는분?,120115, 40,2025.04.15
484236279,질문딱 마곡나루역에 있는 안과 추천해주새요,렌즈가 눈속으로 들어간거 같아요 마곡나루역에서 5분거리 정도,120115, 23,2025.04.15
484233342,질문스케줄청담 홀직원,스케줄청담 일 해본사람 있나요? 22살인데 텃세 엄청 심하다는데 맞는지.. 일 강도는 어떤가요?,120115, 22,2025.04.15
